date,SoilMoi0_10cm_inst,SoilMoi10_40cm_inst,Tair_f_inst,Rainf_f_tavg,Evap_tavg
2000-01-21,26.325641013072477,77.56302193915937,264.8881143454197,3.243670747388096E-5,7.609873537724747E-6
2000-01-22,26.31988243062767,77.56302193915937,259.65668376832025,0.0,6.258276397480072E-6
2000-01-23,26.31592470737749,77.56302193915937,264.2311332118857,1.0362335426976632E-5,4.019338290177831E-6
2000-01-24,26.60156960600599,77.56303659403859,270.043740627319,2.7330078758119043E-5,4.747330850456141E-6
2000-01-25,27.823622630579802,77.5630671116167,271.10166629197414,3.8227694564299915E-4,9.12311042586494E-6
2000-01-26,27.821198536412375,77.5630671116167,269.8312568765202,1.478126629167479E-5,1.693097773253934E-5
2000-01-27,27.819506531969534,77.5630671116167,264.67141095566564,2.920844426739977E-7,1.1778300700096125E-5
2000-01-28,27.818012458982437,77.5630671116167,261.117016633771,0.0,9.52583266404337E-6
2000-01-29,27.816666796842785,77.5630671116167,266.36158361913033,0.0,1.1072147560123436E-5
2000-01-30,28.105663344853788,77.5630671116167,268.8995466811047,6.061062109404756E-5,3.483320673488458E-6
2000-01-31,37.623119887701755,78.523224420472,273.9340176141985,1.951719928805601E-4,1.3609200985440284E-5
2000-02-01,44.388627497690656,82.56158596230057,270.9173435825156,2.994722969050435E-8,1.4367259302406756E-5
2000-02-02,44.219051713364735,82.67892747944451,268.0872674705485,0.0,1.8202397730222983E-5
2000-02-03,44.04763869434045,82.68590145060759,268.00165777281904,9.098172979598303E-5,1.1886570524981204E-5
2000-02-04,44.189128382539366,82.74483115566123,271.6038265983159,2.5791524405149487E-5,8.473576275536718E-6
2000-02-05,44.88386731915235,83.16193754251525,271.52058833381426,4.649043367049254E-6,1.0235644545219348E-5
2000-02-06,44.84328717355048,83.27231308023659,270.8273432990806,0.0,1.4158091315970294E-5
2000-02-07,44.79760469421548,83.66862407271654,271.6484207515666,7.849604208116811E-6,1.2624976446835656E-5
2000-02-08,44.88227409423183,85.75202796956167,268.2884566576311,0.0,1.2196319374504792E-5
2000-02-09,44.82779592951873,86.33387939533647,271.3939013317582,8.136873229779001E-7,8.219386535166981E-6
2000-02-10,44.94530328030951,89.66363235513892,274.79589006328337,1.280507972308617E-5,6.257550617108474E-6
2000-02-11,44.94483314655072,93.91149622532184,275.56417242769834,7.100659453292871E-5,2.296867603220714E-6
2000-02-12,44.58193677836798,99.26487248805708,270.458974390357,4.873430177421643E-5,2.1642618989816123E-5
2000-02-13,44.28862537998009,99.41063704276776,269.3241775230871,5.886939295956442E-5,1.1661985096324168E-5
2000-02-14,44.94530328030951,108.47704957343028,278.21316745727864,2.287736170299199E-4,-2.5740281861038304E-6
2000-02-15,39.64849441850406,122.5378703819416,274.44676397721184,6.920844432389125E-6,6.6824328172812925E-6
2000-02-16,34.52370059332936,129.05960264180771,274.6200556692159,8.534508689947422E-5,5.121892941721342E-6
2000-02-17,30.803198726321906,133.36356806692157,272.1908609596595,2.401055437029944E-8,7.245782416965919E-6
2000-02-18,31.25587499613498,130.7771099563639,271.810524087468,1.7204405792121404E-4,9.381230133636315E-6
2000-02-19,40.77665570543435,129.62821090819023,273.68082953380093,2.1954010951665714E-4,4.6266159740171274E-6
2000-02-20,40.39475384110825,133.0656918648994,273.655770173488,1.0000000116860974E-7,1.1762651319928545E-5
2000-02-21,36.12811635603691,133.4465383967498,273.5453498457856,0.0,8.1187047877599E-6
2000-02-22,31.48909065528407,132.89537640171503,274.36240646644126,3.02875985000648E-6,3.9836240002577836E-6
2000-02-23,28.653886900728175,128.99278992021303,276.797690680914,1.7237466870261356E-6,1.3997235743285618E-6
2000-02-24,28.396766672662825,119.46611942905233,281.3215700818869,4.574353439996933E-5,-1.051333252284248E-6
2000-02-25,27.107124444362668,100.99789766900457,280.97906590766195,1.4807651474487372E-5,-2.1285601312917835E-6
2000-02-26,25.645380427780758,90.30545547203526,277.80994988997566,8.862466763508506E-7,1.7902015040117066E-6
2000-02-27,24.575437148202376,85.93829281286074,280.3810589068168,1.1096306097129556E-6,1.0871755682818678E-6
2000-02-28,26.087350659131374,83.01583872369851,281.9670613069962,8.675999574530328E-5,1.19022937445999E-6
2000-02-29,26.95770621488466,83.20308250487635,276.5385933023015,0.0,2.8461357904037537E-6
2000-03-01,25.950100111143566,81.9103748251077,277.4206295768315,2.9017151210564286E-5,2.7931765762428345E-6
2000-03-02,25.75930426303189,80.93083668006756,278.8156603810655,1.7046372630107552E-5,2.4974742436609204E-6
2000-03-03,25.366071051846706,80.19183029537152,275.26435735294876,1.0234168641244529E-7,3.5098738620499016E-6
2000-03-04,24.710078951551292,78.92403204522851,275.9746103412558,0.0,1.8723377716518452E-6
2000-03-05,25.607334152060634,78.26722809884669,279.3534044250649,3.9355936520094044E-5,2.086429844294225E-6
2000-03-06,25.293145252720976,78.4130636129656,278.0811097640789,0.0,1.550764111614909E-6
2000-03-07,24.52033040894682,77.64855008892775,279.9307152740559,0.0,6.062964464623989E-7
2000-03-08,24.11593824703649,76.7086702814832,284.99121158167054,0.0,4.136692610878145E-7
2000-03-09,25.03932050035623,76.2144139272242,285.41086838050376,3.480237446494074E-5,1.8330736123236975E-6
2000-03-10,24.996526939573265,76.42204337006822,285.3432624434418,3.3809366723625667E-6,1.4333086798583916E-6
2000-03-11,27.622829120203193,77.92474697384796,278.744889956351,1.5479614115000695E-4,1.3216962090735727E-6
2000-03-12,28.14034433792638,83.06732521962994,281.723319504066,7.427048220622937E-5,5.445830359140426E-7
2000-03-13,27.318139697756806,83.67715083703517,275.31026086329155,2.1708444002118357E-7,3.494630573066455E-6
2000-03-14,25.862844074621677,81.32130754214164,278.18127409197723,3.363423535974392E-6,1.6662612809924357E-6
2000-03-15,25.62070813342575,79.65930346889043,281.5970877695209,1.1285982783003015E-5,1.993899285070086E-6
2000-03-16,25.025025893641654,78.47333287060417,284.3578858388131,8.858179293897267E-7,1.505141968492667E-6
2000-03-17,33.341088518932814,92.48931464041756,279.8937953657085,6.523806149309555E-4,1.9243100895722805E-6
2000-03-18,29.515494057245185,92.21592531229388,271.49373028838227,0.0,4.475220611261275E-6
2000-03-19,27.5011810161822,85.54158978223172,273.4243726101274,1.1348911760498383E-5,3.2138892429501677E-6
2000-03-20,26.832741357405773,82.99831996303749,275.49694437716437,3.2257880619450624E-5,2.7552015902585487E-6
2000-03-21,26.994006818705945,82.50111662932625,277.2663844770366,2.1480474461562376E-5,1.4320243077586586E-6
2000-03-22,28.54487642575065,83.64863699155622,278.31620567140607,1.6319376991209047E-4,1.92719127849795E-6
2000-03-23,27.753085269777003,86.60287763449637,279.9554114027199,6.13314654219241E-6,2.2641182045355654E-6
2000-03-24,26.202768069143975,83.20913986165795,284.2050695897407,0.0,2.732965645261215E-6
2000-03-25,26.538153816967966,81.34946614771216,283.2957879622567,3.8102009340350964E-5,2.783188330248246E-6
2000-03-26,26.883255367228728,81.36455827778435,285.56377408875636,2.9310356133087907E-5,3.225558404933976E-6
2000-03-27,27.20759683171174,81.37753859547638,281.66583992749213,5.0555078404443216E-5,3.559769463705537E-6
2000-03-28,30.096679939129103,85.49934473767443,283.46809656953434,2.060300809709665E-4,3.323226546446177E-6
2000-03-29,28.074482744161557,87.27717956704011,280.2133922727881,1.621576507984646E-5,2.8384665303248023E-6
2000-03-30,26.51596439733983,83.76673472462356,279.68184684008594,0.0,1.9889348448362213E-6
2000-03-31,25.582563596539256,81.27880996261233,279.3857147297318,0.0,1.9794702260178453E-6
2000-04-01,25.029217964111968,79.49521288708205,280.85430264032607,0.0,1.4384261593738848E-6
2000-04-02,27.5400090179846,79.81394485433371,283.6148692913609,1.042438024603688E-4,2.7801619350340704E-6
2000-04-03,30.414924500800062,87.63881918874453,286.3006435585525,2.802563361248547E-4,2.6580765970624684E-6
2000-04-04,30.471606418136563,92.24529093236596,288.5818566797906,1.6140751609772857E-4,3.7203053256052477E-6
2000-04-05,27.75550742136772,88.23299438154477,280.37048444521463,3.169854846303998E-6,4.3255624529777525E-6
2000-04-06,26.450984577390322,84.08746567376369,281.3944595860303,5.4187333977351655E-6,2.4457791419453286E-6
2000-04-07,25.91399820373052,81.73942894042325,285.4744608936964,8.130870824817187E-6,1.6629026511432644E-6
2000-04-08,25.481402792213462,80.21611928814005,287.4045173423586,3.656695213969291E-6,1.5820078157242931E-6
2000-04-09,28.645749416703598,81.71096713184366,278.81448766864384,1.5313617572880112E-4,2.885529816096412E-6
2000-04-10,27.201700084756737,84.0969155142993,276.48331058874606,0.0,2.481279958580592E-6
2000-04-11,26.765304444647718,82.14470008306577,276.8645020336464,3.2986047879502784E-5,1.6036364343858201E-6
2000-04-12,26.611782708079957,81.32500403411784,278.3810707434501,2.264591046091566E-5,1.929300874256073E-6
2000-04-13,25.84941125230613,80.34225910760482,277.3603626744414,3.4938653844574104E-6,2.945116944699766E-6
2000-04-14,25.201652657702603,79.04034363437138,278.8964719747176,3.4678759680243314E-6,2.221229903798279E-6
2000-04-15,27.17046877576682,79.20617079923522,282.35377659457964,8.490686221164959E-5,8.388794566176893E-7
2000-04-16,28.855533167051448,82.86161226458789,288.49843313574473,1.1249868204067083E-4,2.545167178433894E-6
2000-04-17,28.86103022129994,85.44975224396799,282.5851406610736,8.385409060039367E-5,2.340577517834318E-6
2000-04-18,29.118365748262033,86.34213623207918,278.4117219064355,9.76693916042694E-5,2.5637165607490127E-6
2000-04-19,28.487418675485575,86.22332654968102,281.9188951477212,5.66361176134468E-5,3.6028603969827126E-6
2000-04-20,27.536169384274448,84.93012529438593,284.5776119181852,2.258710531717674E-5,2.9090393740391375E-6
2000-04-21,28.129921271492748,83.82403334967378,281.87300846633303,8.561474421706007E-5,2.0350294005641256E-6
2000-04-22,29.011346666039138,85.48106327912423,281.8133124600614,1.0191543631874255E-4,1.3964201128921779E-6
2000-04-23,28.289237110470093,85.74710093072976,281.323232202857,5.34880285813703E-5,2.6376757214070003E-6
2000-04-24,27.023374361224413,84.40603591395556,283.18799593077483,1.4153694038072287E-6,3.7820394946315074E-6
2000-04-25,27.275166488889017,82.87368408042082,282.94914177162354,4.2472361966873584E-5,3.808763111461341E-6
2000-04-26,27.250357660580434,82.30457877609535,279.3246837605901,5.0435026994790254E-5,2.8545158385900567E-6
2000-04-27,26.562208029714302,81.85111633139738,278.2847753841833,9.602868981838488E-6,1.6897499595525056E-6
2000-04-28,25.73892966801384,80.43946830326776,281.7628476588267,5.726847152164547E-6,1.51357692457192E-6
2000-04-29,26.27531037544512,79.596796825882,284.20090381954464,3.4674701873642465E-5,2.63920822237921E-6
2000-04-30,25.685372269562492,79.30080129980726,285.79971989855596,1.3557387890585538E-5,3.0002625268303804E-6
2000-05-01,26.971065360197606,79.90633019922905,284.09341801062106,4.3209466435405917E-5,3.7659421193312913E-6
2000-05-02,27.41670844045352,80.464228466507,287.7749503344533,9.234901221983851E-5,4.165944983349685E-6
2000-05-03,26.77338080796214,82.00704742673204,286.0277858120156,1.5079156176189325E-6,3.4742911218994666E-6
2000-05-04,26.45646160699447,80.68481119201176,286.0290983094389,3.350158258303471E-5,3.0046397520500175E-6
2000-05-05,27.899292490413135,81.29845829060335,291.1302102926853,9.360207694903321E-5,3.365787297106106E-6
2000-05-06,27.009779741392915,82.56248057423292,294.01199832000333,6.273977312881076E-6,3.3013095665201445E-6
2000-05-07,25.622851555454385,80.67812311177518,296.0746777214916,1.2374670329308172E-7,2.6778815203152954E-6
2000-05-08,25.00239337025343,78.95284414165567,297.2812587768233,1.9491424523651245E-6,1.5940849683098267E-6
2000-05-09,24.636584938673355,77.6688995965238,297.62596206866345,7.029023965327902E-7,1.7818798833889823E-6
2000-05-10,25.415717404247275,77.01384582116926,290.85765844662143,3.4647757783538286E-5,1.92681391588772E-6
2000-05-11,25.53118113917851,77.1426323762355,287.7729055761977,1.6757684661426253E-5,2.746051939174271E-6
2000-05-12,27.348802108563337,78.2585765466212,288.55363750206135,1.0728143087000336E-4,3.348185946331095E-6
2000-05-13,29.642117885297708,84.9968042700775,288.50248786704833,1.4525494763399118E-4,4.3615852265826E-6
2000-05-14,28.551868690349814,85.87908460471121,289.55754085329403,6.41654370302558E-5,6.209053639524864E-6
2000-05-15,26.83801040045504,83.94374698447679,287.32065487662845,0.0,4.300815375710839E-6
2000-05-16,25.738958399025307,81.33260101882009,286.98104157863,1.964017030936618E-6,2.1045551363090874E-6
2000-05-17,25.875141576600893,79.77890882265599,288.5925008728511,2.4615039993744065E-5,2.608596457805999E-6
2000-05-18,27.132888421534233,79.79777573155224,290.24499849908267,9.168789717110762E-5,3.0027213247590545E-6
2000-05-19,29.849493726262317,86.82236983971103,287.5097442063304,1.6458944582944308E-4,2.352978251919178E-6
2000-05-20,29.098359643941194,87.21422206506251,282.1643009236117,1.464684663240928E-4,2.266154503479746E-6
2000-05-21,29.89638624468076,89.8510361925593,284.76462685778773,1.1146194020874115E-4,2.4686659941828184E-6
2000-05-22,30.29872508791317,91.03102421823466,286.00975910277356,1.5162311849586108E-4,3.5553179856826395E-6
2000-05-23,28.185770598439245,87.61538092379205,286.769301200605,3.3002375310767904E-5,4.068241767498272E-6
2000-05-24,28.722652435302738,86.33939055591271,289.91707367507007,1.0705484487936465E-4,4.539243884862734E-6
2000-05-25,29.3897033429712,88.06988372400127,292.15099952717884,1.0402886076639272E-4,7.067801434603381E-6
2000-05-26,27.215509963224303,85.97062667001207,290.64567143181074,0.0,4.475194689462414E-6
2000-05-27,27.273261898111226,83.57800093678497,289.58462693508824,4.263519236931913E-5,3.5952848610526958E-6
2000-05-28,27.224939391606714,82.77055793701817,289.262706585484,5.696873610560035E-5,3.408594639016532E-6
2000-05-29,27.610319142605825,83.16908634558202,287.877462422313,2.926899683512784E-5,4.151264915758367E-6
2000-05-30,26.19222859405276,81.9323122532827,286.4775791621146,6.097889118577925E-6,2.2222305495468913E-6
2000-05-31,25.455217155114326,80.20857635337003,286.84206541358327,1.463324508227085E-6,1.5261542414063749E-6
2000-06-01,25.20039478392588,78.80607604980467,291.9116830146407,2.1809598727865603E-5,1.7131946035857436E-6
2000-06-02,26.9255751305331,79.03995908470455,296.0776679610199,6.097156972703302E-5,4.908307666703644E-6
2000-06-03,26.44817880716047,80.14296774750963,293.3423492512162,1.1556233407897748E-5,3.6139290116958568E-6
2000-06-04,25.450626101531576,79.23345075622397,290.3627980415928,2.2114445306157604E-6,1.554354907009737E-6
2000-06-05,27.023345066563746,78.98699039267991,288.26714298781746,1.4975742727369414E-4,3.660949185258853E-6
2000-06-06,30.19091828077009,89.43578590252154,287.03358012579366,1.7217908533459581E-4,4.03859730183446E-6
2000-06-07,27.26716892071323,85.81342355934486,287.33535428412034,1.3376187506954413E-5,5.300806498713538E-6
2000-06-08,26.99981621010007,83.40166622353104,290.9979152226511,2.056256590671696E-5,4.0644241250920265E-6
2000-06-09,27.575531247423317,82.35541598840881,295.29794979850345,8.54523100951345E-5,5.434556195625028E-6
2000-06-10,26.90828837190895,82.98294904804482,297.78643404273686,0.0,4.096785922152382E-6
2000-06-11,27.10051344315421,81.69118378973887,298.8307579664567,6.184086394708206E-5,4.840034513338922E-6
2000-06-12,29.22080270973548,85.01901826883683,293.00669744083933,1.2346780963369832E-4,2.6770097750430207E-6
2000-06-13,28.387391243886817,85.22188020570297,286.2536665380473,9.704291109286868E-5,2.3319700980723286E-6
2000-06-14,27.733479552659006,85.84438879571678,286.65465398702895,9.217843002846894E-6,2.558727191601334E-6
2000-06-15,26.358743119051088,82.86870993662005,290.10476982499176,9.721635493852559E-6,2.467333778822217E-6
2000-06-16,26.653691223869224,81.36300926913057,296.0074956486282,3.607044844841461E-5,4.352442029551095E-6
2000-06-17,26.234823755349836,80.75406548089906,297.5464735207268,1.0987862567155465E-5,3.6380658246171178E-6
2000-06-18,27.929692366506938,81.2941622771814,292.7478592603377,9.89609530412452E-5,3.568301540890436E-6
2000-06-19,28.756241564385803,83.85725086785872,292.09437081933334,1.236007607690646E-4,3.3161842431802823E-6
2000-06-20,27.755923057294464,85.48869734389172,293.75313759353355,6.720019742393958E-6,5.169834759179518E-6
2000-06-21,26.74838094786793,82.95135353108509,294.8220429030446,1.886652412311061E-5,4.603881534133849E-6
2000-06-22,26.48654469714001,81.43736039617131,296.3333342459082,2.4797658860348017E-5,3.542393448941884E-6
2000-06-23,26.310201946852388,80.58331306880255,295.895509342405,2.0982519738679618E-5,3.0073677115160773E-6
2000-06-24,25.93100424995523,79.76134376223924,295.0259541936789,1.8167875600678633E-5,2.7748448506781523E-6
2000-06-25,25.842231539119833,79.197327686803,297.06489357658927,1.040442002176428E-5,2.848422883411845E-6
2000-06-26,26.590582326722966,78.96832931639337,297.0927074100223,7.301309644130961E-5,2.707304014678197E-6
2000-06-27,28.4929370578172,82.53493870153905,297.23975213284854,8.339656675176074E-5,4.046142633661405E-6
2000-06-28,29.69725986772602,85.64609284010915,294.90053854265443,1.836759538947553E-4,6.193552007851461E-6
2000-06-29,29.785044456220238,89.03556819704404,292.9863062232025,2.483673416610099E-4,5.1151828901884624E-6
2000-06-30,28.690219335631518,91.2233500619048,293.999650054368,2.410059469448458E-6,5.66837130430086E-6
2000-07-01,26.728690960161913,85.1987661799529,294.7962009560779,4.105639644898244E-6,3.5982437910777634E-6
2000-07-02,25.862932159906954,82.28493455469136,296.2095155741105,0.0,2.069787236744159E-6
2000-07-03,26.345805497785985,80.8325334010464,296.94880519252973,3.177361563961562E-5,3.1717773702206666E-6
2000-07-04,27.260684227251442,80.86616844237636,296.6187431717925,7.608301313191597E-5,3.6110725363089366E-6
2000-07-05,26.675885746535656,81.84973313626008,296.6866962362405,0.0,3.7102435119280767E-6
2000-07-06,25.433820357108807,80.20115355640098,294.69629405482146,1.3947888765512163E-7,1.9692225710317544E-6
2000-07-07,25.148357703377513,78.77980047543005,293.75800357707885,6.6296503186608464E-6,1.928190293035419E-6
2000-07-08,24.66669649813609,77.6683768722816,292.94511135775684,0.0,1.738447840306205E-6
2000-07-09,28.731216445761806,80.10115806156853,294.69685158440177,1.812728164802947E-4,6.5375936010769215E-6
2000-07-10,27.847688362906666,84.15664060889573,298.6099698109488,2.9616622023456755E-5,6.7362462761406444E-6
2000-07-11,26.33471659053913,82.25630425526158,296.55398462944737,2.636675552003239E-6,3.340794686866171E-6
2000-07-12,25.397892692787348,80.18409924268093,296.11186600737955,0.0,1.8100984690207492E-6
2000-07-13,24.97578572094598,78.59665738309592,295.9056622749269,7.261016020070767E-6,1.8019995326507687E-6
2000-07-14,26.693281994016946,79.06548210687562,295.0088522717317,4.7210584668240495E-5,3.5271454981981593E-6
2000-07-15,32.29509476432699,88.8841058333505,293.4211829193035,5.249751697658096E-4,4.021825158856568E-6
2000-07-16,29.64466197635379,93.23428697007311,294.14085633773595,6.83222282254002E-5,4.424346208527926E-6
2000-07-17,28.024147577210275,88.03383968625032,294.40470849995876,4.689610634307964E-6,3.542845234735649E-6
2000-07-18,26.374733771371968,84.12033580286835,296.24009877710665,2.0791557027447838E-7,3.2374842933948592E-6
2000-07-19,27.071522770582217,82.20664639837825,293.90275014107334,7.887133953129593E-5,4.475167041063451E-6
2000-07-20,27.03551528447536,83.07956204376622,292.1762804016274,4.1603560700152094E-6,3.4324645068437947E-6
2000-07-21,25.827863089327444,81.28006877244935,294.37861001208466,2.946339038609858E-6,2.113463894433138E-6
2000-07-22,25.239106754514346,79.5962600909311,295.11395891738124,8.358179542181048E-6,1.9544668721467715E-6
2000-07-23,25.473423034345885,78.57106364308058,293.94664432253876,1.6582190042001004E-5,2.406487570290888E-6
2000-07-24,29.590623639189786,86.44115232603531,294.29436933774116,2.0340610215517798E-4,4.473232915389995E-6
2000-07-25,29.366559504204503,86.60643222778644,293.93088589872093,1.3663509077672652E-4,5.137422872118414E-6
2000-07-26,31.196557409845116,91.18507900590318,291.8967500953372,2.704648163395695E-4,2.52264713662833E-6
2000-07-27,29.61094159752838,91.63941573090163,293.6240302012904,7.176622516465789E-5,1.8691793263259853E-6
2000-07-28,27.330661361009906,86.73803306317896,293.2043564929811,9.237466821767367E-7,2.7376310465168028E-6
2000-07-29,29.08771795207403,85.70991196041057,293.7984044218441,1.37207317774216E-4,3.954205125875772E-6
2000-07-30,29.564379513420974,87.65559805917866,294.1995399495228,1.410475595639822E-4,3.622461448839081E-6
2000-07-31,29.280191074260614,88.88209847724532,295.44335985812785,1.039611159760559E-4,3.0395437844789424E-6
2000-08-01,29.79705753678697,89.94963027430713,294.4960889187211,9.333710074068434E-5,2.212013106687942E-6
2000-08-02,28.065493727107786,87.33811493725136,296.7843653696508,3.1997098386337447E-5,2.9403578846876734E-6
2000-08-03,29.973837386964174,87.76570842008164,297.4024573655745,1.6589156153248155E-4,2.958277102661092E-6
2000-08-04,28.91482499658589,88.12049591950189,296.3308202094327,9.05749695165154E-5,4.584255640353595E-6
2000-08-05,29.634458355664574,89.20191887123289,295.1280867040629,9.518301686994476E-5,6.892433838471804E-6
2000-08-06,27.323166321324166,86.46782313928126,294.51881557655844,6.570811042473664E-6,3.7773373722273693E-6
2000-08-07,27.927111920077436,84.15819660277354,297.3432580952909,1.1681929447394514E-4,3.532377273480874E-6
2000-08-08,28.46059907394852,86.55999115714926,299.16502481022735,3.736418291060488E-5,5.3306045153997324E-6
2000-08-09,27.987255720475726,85.00308310073409,298.20756293223843,5.912163657804959E-5,5.066193656996545E-6
2000-08-10,27.664680697358065,84.29040760855561,298.34288294648746,3.851002638311479E-5,4.618229804739504E-6
2000-08-11,27.902312024602157,83.81648685183562,296.209146786491,6.0803432588583465E-5,3.6097792951360353E-6
2000-08-12,27.554200869436944,83.6734362076329,293.3713237188736,3.7526617003733776E-5,2.9972156046927426E-6
2000-08-13,27.269596678600465,82.87076492108267,292.34839495253755,3.84979885032199E-5,3.491411708735704E-6
2000-08-14,29.959928185455396,86.32456402539577,291.1833502535456,1.7695527302290467E-4,2.482351676600697E-6
2000-08-15,27.49055143774028,86.31990804143818,293.5197337611055,2.70837726342108E-6,3.3793695727960665E-6
2000-08-16,28.53429236701421,85.10881294109576,296.4506179688788,9.889030276329593E-5,5.45459307602264E-6
2000-08-17,26.96284871868848,84.39197268523768,293.05846386912003,6.668304525007291E-6,4.741474882840307E-6
2000-08-18,26.194817027190116,82.08002421598006,291.7572854879978,7.574867967351543E-6,1.5401937977101786E-6
2000-08-19,25.420755768828776,80.31486503178337,292.2515179072961,0.0,1.5956830894222578E-6
2000-08-20,24.99052006965577,78.87048569329495,292.2068966988838,2.2676121097230145E-6,1.6027394117150773E-6
2000-08-21,24.56318377693599,77.6944957521786,291.33529671138064,0.0,1.392527936980794E-6
2000-08-22,24.272618698885072,76.69857631069374,292.65941939945276,6.964050188772467E-7,1.3394330519492651E-6
2000-08-23,26.49643614675879,76.95070650206392,293.41913131673607,8.015092051852776E-5,3.5116947028391007E-6
2000-08-24,27.94475200622881,80.12448033556774,294.79905197425376,8.036942388014597E-5,3.579446112209581E-6
2000-08-25,26.378747069426762,81.22023938262053,294.57408782234285,0.0,4.0403391875648075E-6
2000-08-26,25.274191863933147,79.51517887165802,295.06669363057074,4.035950010828877E-7,2.332561495052382E-6
2000-08-27,25.777257400955563,78.42038463099337,295.58899167345197,3.601467683186415E-5,2.6231882114220116E-6
2000-08-28,28.356747146646708,81.07040362999749,294.87568330387325,1.051176135622685E-4,3.684132834534183E-6
2000-08-29,26.333759161916444,81.736024680427,294.86795937731904,1.4268799408560965E-6,3.748948780762679E-6
2000-08-30,25.34926938381547,79.81328149961608,293.9349337857129,4.640501483399714E-8,1.2554300102504273E-6
2000-08-31,24.82457469950251,78.27023901222249,296.2395549361498,2.3646438467159828E-6,1.466201199173516E-6
2000-09-01,24.718612384041254,77.17135608038991,296.6809078005184,6.207157241083476E-6,1.4325358186626525E-6
2000-09-02,26.78416580763844,77.55062371004854,296.6147479457402,8.093324586033997E-5,2.305940545086125E-6
2000-09-03,26.112580020069135,79.06802649988661,296.69661388548195,1.076253264929288E-6,2.012171061225509E-6
2000-09-04,27.888269686132748,80.03280381980231,296.1951896244743,1.1035857748195386E-4,2.7662229913379284E-6
2000-09-05,27.45334138593447,82.11167698359425,289.1311089910743,4.7507816694119685E-5,6.559318753812059E-6
2000-09-06,26.639319311660323,81.70231435166815,288.6401826158991,1.7819261071092312E-6,3.5540294998591796E-6
2000-09-07,25.438786297800675,79.92913097693611,288.8413253421833,9.84630619739926E-7,1.486556873887197E-6
2000-09-08,25.06204550247394,78.4073859544417,291.2148129908579,1.1491359093226953E-5,1.6688757027035136E-6
2000-09-09,25.788111623799267,77.81701684312642,294.8389192042691,2.8919986959113396E-5,1.5466967635687387E-6
2000-09-10,25.24828831816097,77.72442135773107,295.1238262408013,1.977572527077024E-7,1.8442198271525624E-6
2000-09-11,25.399950274062345,77.13389343825368,293.687463604366,3.160907078926307E-5,2.3196885542880185E-6
2000-09-12,26.032770232349087,77.46015523543143,294.5014906105706,2.60807393816156E-5,2.3308750361549016E-6
2000-09-13,27.43393713314489,78.86792732983592,295.2411144729655,8.330633111253852E-5,3.3034505842403385E-6
2000-09-14,26.307773831651833,80.19601092175002,292.74079367604924,3.474934114855912E-7,3.3295578282317395E-6
2000-09-15,29.44516992694784,84.88528500760765,292.63443822533605,1.7604788673622652E-4,3.6740007593916483E-6
2000-09-16,26.535188252189855,83.76881171153528,288.68479802677683,0.0,4.115929433381261E-6
2000-09-17,25.62456851647208,80.95948851894892,287.86527503826375,3.7018139280768454E-6,1.972153937473041E-6
2000-09-18,26.708240443609636,80.14352612256374,291.245237083737,4.390405712843968E-5,2.687610656308765E-6
